query_id,gt_query,gt_answer,transformed_query,difficulty_level,original_category,transformed_query_difficulty,transformed_query_strategy,case_no,court,date,subcategory,reference_rules,cosine_similarity,cosine_distance,euclidean_similarity,euclidean_distance,manhattan_similarity,manhattan_distance,dot_product,l2_norm_similarity,l2_norm_distance,length_difference,word_count_difference
difficulty_3_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,"군복무 중 정신질환이 발생했을 때, 그 원인이 군대 내 구타나 가혹행위 때문인지 어떻게 판단할 수 있을까요?",3,행정,INTERMEDIATE,법리 해석,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.6836096787008061,0.31639032129919387,0.5570035060499141,0.7953208357550052,0.024181065614983392,40.35467046499252,0.683344399581074,0.5570035060499141,0.7953208357550052,107,18
difficulty_4_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,"군복무 중 고참들의 구타와 가혹행위로 인해 정신질환이 발병했다고 주장하는 경우, 그 질병과 군복무 사이의 인과관계를 어떻게 판단할 수 있을까요?",4,행정,ADVANCED,법리 해석,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.7728262804034005,0.2271737195965995,0.5974129070790457,0.6738841564192829,0.028504492189478075,34.08218961954117,0.7724390507572707,0.5974129070790457,0.6738841564192829,87,15
difficulty_5_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,"국가유공자 등록 거부 처분의 적법성을 판단할 때, 정신질환과 군복무 중 발생한 구타 및 가혹행위 간의 인과관계는 어떻게 평가되어야 하는가?",5,행정,EXPERT,법리 해석,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.6555704985147792,0.3444295014852208,0.5464978572132753,0.8298333411575334,0.02333652997160618,41.85127228498459,0.6553460793874706,0.5464978572132753,0.8298333411575334,90,15
difficulty_6_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,"군복무 중 발생한 구타와 가혹행위가 정신질환 발병에 영향을 미쳤다고 주장할 때, 이를 입증하기 위해 어떤 법적 및 의학적 요소들이 고려되어야 할까요?",6,행정,ADVANCED,종합 분석,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.704407395495166,0.29559260450483404,0.5653414563269977,0.768842508909505,0.02514664455361238,38.76673698425293,0.7043277525604026,0.5653414563269977,0.768842508909505,84,13
difficulty_7_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,"군복무 중 고참들의 구타와 가혹행위로 인해 정신질환이 발병했다고 주장하는 경우, 이를 입증하기 위해 어떤 증거가 필요할까요?",7,행정,INTERMEDIATE,사실관계 이해,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.7279903035355897,0.2720096964644103,0.5755302130480263,0.7375282432245706,0.025992668082831825,37.47238755226135,0.7278940963249738,0.5755302130480263,0.7375282432245706,98,18
difficulty_8_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,"군복무 중 고참들의 구타와 가혹행위로 인해 정신질환이 생겼다고 주장하는 경우, 이를 증명하기 위해 어떤 증거가 필요할까요?",8,행정,BASIC,사실관계 이해,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.7249077244728244,0.27509227552717563,0.5741919758972815,0.7415778032030392,0.025855590258172998,37.676355481147766,0.7245822604214567,0.5741919758972815,0.7415778032030392,99,18
difficulty_9_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,군대에서 아프면 병원에 갈 수 있나요?,9,행정,INTRODUCTORY,사실관계 이해,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.4318027573176313,0.5681972426823687,0.484091112870764,1.065726829955183,0.018280223229454603,53.70392715930939,0.4315668450531689,0.484091112870764,1.065726829955183,146,28
difficulty_10_doc_11,"청구인이 군복무중 고참들의 구타와 가혹행위를 주장하며 정신질환을 진단받고 국군병원에서 입원·치료받은 사실이 있어도, 병상일지에 특별한 외상력이 가해졌다는 객관적 기록이 없고 의학적으로 정신질환은 선천성·기질성 질환으로 알려져 있는 점을 고려하면, 당해 질병과 군 공무수행간의 상당 인과관계는 없는가?",원본 답변 정보 없음,군복무 중 고참들의 행동이 청구인의 정신질환에 영향을 미쳤나요?,10,행정,INTRODUCTORY,사실관계 이해,2003-05992,국민권익위원회,2003-09-29,행정처분취소,"국가유공자등예우및지원에관한법률 제4조제1항제6호, 국가유공자등예우및지원에관한법률 제6조, 국가유공자등예우및지원에관한법률 제83조제1항, 국가유공자등예우및지원에관한법률시행령 제3조, 국가유공자등예우및지원에관한법률시행령 제8조, 국가유공자등예우및지원에관한법률시행령 제9조, 국가유공자등예우및지원에관한법률시행령 제9조의2, 국가유공자등예우및지원에관한법률시행령 제102조제1항, 국가유공자등예우및지원에관한법률시행령 별표1",0.6763692290577601,0.3236307709422399,0.5541697313088977,0.8045012989758432,0.02396924271856334,40.7201332449913,0.6763277343819141,0.5541697313088977,0.8045012989758432,132,26
difficulty_1_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,자동차보험환자의 통상진료판단에 대한 지도감독 불이행이 행정심판의 대상이 될 수 없는 이유는 무엇인가?,1,행정,INTERMEDIATE,법리 해석,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.8812119163008063,0.11878808369919369,0.6723059035484897,0.48741814510613707,0.03914001071531775,24.54930317401886,0.8812129563755704,0.6723059035484897,0.48741814510613707,8,3
difficulty_2_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,자동차보험 환자의 통상진료판단에 대한 지도감독 의무가 있는 기관은 어떤 역할을 해야 하나요?,2,행정,INTERMEDIATE,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.7279136604014572,0.2720863395985428,0.5754789766575805,0.7376829398843818,0.025999502694820657,37.46227413415909,0.7279182624559439,0.5754789766575805,0.7376829398843818,3,3
difficulty_3_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,"자동차보험 환자의 진료비 청구와 관련하여, 보험사의 지도감독 의무는 무엇인가요?",3,행정,BASIC,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.6976936614327057,0.3023063385672943,0.5625641077399205,0.7775751887504185,0.02491033904156319,39.143973886966705,0.6977057744788482,0.5625641077399205,0.7775751887504185,4,0
difficulty_4_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,자동차보험 환자의 진료비 청구와 관련하여 병원이나 의사가 잘못된 청구를 하지 않도록 감독할 책임이 있는 사람은 누구인가요?,4,행정,BASIC,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.6166625838700543,0.38333741612994565,0.5331611619415997,0.8756054855127199,0.022175963845034164,44.0938686132431,0.6166707349471778,0.5331611619415997,0.8756054855127199,20,7
difficulty_5_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,자동차보험환자의 통상진료판단에 대한 지도감독 불이행이 행정심판의 대상이 될 수 없는 이유는 무엇인가?,5,행정,ADVANCED,법리 해석,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.8812119163008063,0.11878808369919369,0.6723059035484897,0.48741814510613707,0.03914001071531775,24.54930317401886,0.8812129563755704,0.6723059035484897,0.48741814510613707,8,3
difficulty_6_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,자동차보험환자의 통상진료판단에 대한 지도감독 불이행이 행정심판의 대상이 될 수 없는 이유는 무엇인가요?,6,행정,INTERMEDIATE,법리 해석,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.884789779909992,0.11521022009000803,0.6756651995135945,0.48002294734121476,0.03964082786552565,24.226516544818878,0.8847958838353023,0.6756651995135945,0.48002294734121476,9,3
difficulty_7_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,"자동차보험 환자의 진료비 청구와 관련하여, 병원이나 의사가 통상적인 진료 판단 없이 부당하게 청구할 경우, 이를 감독해야 하는 기관은 어디인가요?",7,행정,BASIC,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.6886144775140283,0.31138552248597173,0.5589212139388584,0.7891609319187375,0.024337782003654516,40.08837854862213,0.688618824448767,0.5589212139388584,0.7891609319187375,33,10
difficulty_8_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,자동차보험 환자에게 통상진료판단 없이 지정진료비를 청구하는 것은 왜 문제가 될까요?,8,행정,INTRODUCTORY,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.6582181345777611,0.3417818654222389,0.547410144801877,0.8267838283521908,0.023461894197239395,41.62230455875397,0.658225614451112,0.547410144801877,0.8267838283521908,2,1
difficulty_9_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,"자동차보험 환자가 병원에 갔을 때, 병원은 어떤 일을 해야 하나요?",9,행정,INTRODUCTORY,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.5010209544498754,0.4989790455501246,0.5002573932613348,0.9989709566922872,0.019398254895009192,50.55102896690369,0.5010133641137458,0.5002573932613348,0.9989709566922872,11,1
difficulty_10_doc_12,청구인의 자동차보험환자의 통상진료판단에 대한 지도감독 불이행 확인 행정심판은 적법인가?,원본 답변 정보 없음,"자동차보험 환자가 병원에서 진료를 받을 때, 병원은 무엇을 해야 하나요?",10,행정,INTRODUCTORY,사실관계 이해,1999-07159,국민권익위원회,2000-01-07,교통사고,"행정심판법 제2조제1항제1호, 행정심판법 제3조제1항, 행정심판법 제4조제2호",0.5129291502010439,0.4870708497989561,0.5032752525099672,0.9869842496978237,0.019555584211791786,50.136288702487946,0.5129271543356424,0.5032752525099672,0.9869842496978237,8,1
difficulty_1_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,체납자에 대한 공매통지가 공매의 절차적 요건으로 간주되는 이유는 무엇인가?,1,행정,INTERMEDIATE,법리 해석,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.9106830093847212,0.08931699061527876,0.7029125834171315,0.42265201049412293,0.04462832901115957,21.407292008399963,0.9106867855984184,0.7029125834171315,0.42265201049412293,12,2
difficulty_2_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,"체납자에게 공매통지를 하지 않거나 부적절하게 한 경우, 공매처분이 위법하게 되는 이유는 무엇인가요?",2,행정,INTERMEDIATE,법리 해석,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.7399311449120207,0.2600688550879793,0.580987938980856,0.7212061265060974,0.026737730795086415,36.40033167600632,0.7399319511239639,0.580987938980856,0.7212061265060974,26,5
difficulty_3_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,공매통지가 체납자에게 왜 중요한가요?,3,행정,BASIC,사실관계 이해,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.6951764795372926,0.30482352046270744,0.5615433246899253,0.7808064952996869,0.024898232992171383,39.16349273920059,0.6951898686009486,0.5615433246899253,0.7808064952996869,9,3
difficulty_4_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,체납자가 압류된 재산을 매수할 수 없는 이유는 무엇인가요?,4,행정,BASIC,사실관계 이해,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.5883914328566138,0.41160856714338623,0.5242982132904218,0.9073114778021858,0.02131675765360884,45.91144949197769,0.5883892767936061,0.5242982132904218,0.9073114778021858,3,1
difficulty_5_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,"체납자에 대한 공매통지가 공매의 절차적 요건으로서 어떤 역할을 하며, 공매통지의 하자가 공매처분의 위법사유가 되는 이유는 무엇인가?",5,행정,ADVANCED,법리 해석,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.8371235543747486,0.1628764456252514,0.6366394825261544,0.5707476954336053,0.03325717339787855,29.068700909614563,0.8371236586866218,0.6366394825261544,0.5707476954336053,44,9
difficulty_6_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,"체납자에게 공매통지를 하지 않거나 부적절하게 한 경우, 공매처분이 위법한 이유는 무엇인가요?",6,행정,INTERMEDIATE,법리 해석,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.7337587769487096,0.2662412230512904,0.5781306248899248,0.7297129004200363,0.026461693790060945,36.790475845336914,0.7337566699000604,0.5781306248899248,0.7297129004200363,22,4
difficulty_7_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,공매통지가 체납자에게 왜 중요한가요?,7,행정,BASIC,사실관계 이해,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.6951764795372926,0.30482352046270744,0.5615433246899253,0.7808064952996869,0.024898232992171383,39.16349273920059,0.6951898686009486,0.5615433246899253,0.7808064952996869,9,3
difficulty_8_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,왜 체납자에게 공매통지를 해야 하나요?,8,행정,INTRODUCTORY,사실관계 이해,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.7404935873788953,0.25950641262110474,0.5812522203879396,0.7204235354706768,0.026809720826174673,36.29990351200104,0.7404896570077995,0.5812522203879396,0.7204235354706768,8,2
difficulty_9_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,왜 체납자에게 공매통지를 해야 하나요?,9,행정,INTRODUCTORY,사실관계 이해,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.7405130682520229,0.2594869317479771,0.5812625398511673,0.7203929918760132,0.026808605836778503,36.30145484209061,0.7405019375205484,0.5812625398511673,0.7203929918760132,8,2
difficulty_10_doc_13,체납자 등에 대한 공매통지가 공매의 절차적 요건인가?,원본 답변 정보 없음,공매통지는 왜 체납자에게 중요한가요?,10,행정,INTRODUCTORY,사실관계 이해,2007두18154,대법원,2008-11-20,행정처분취소,"[1] 구 국세징수법(2006. 10. 27. 법률 제8055호로 개정되기 전의 것) 제66조, 제67조 제2항, 제68조 [2] 법원조직법 제7조 제1항 제3호",0.693312226255948,0.306687773744052,0.5607951998596404,0.7831821674833996,0.02480722691444041,39.310833752155304,0.6933108244345689,0.5607951998596404,0.7831821674833996,9,3
difficulty_1_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,"국가연구개발사업의 중간평가 결과 통보가 청구인의 법률상 지위나 권리·의무에 직접적인 변동을 초래하지 않는 경우, 해당 통보가 행정심판의 대상이 되는 처분으로 인정될 수 있는가?",1,행정,INTERMEDIATE,법리 해석,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.7251044755600164,0.27489552443998355,0.5741973656474675,0.7415614557416085,0.02602533577641444,37.42409598827362,0.7252657583395177,0.5741973656474675,0.7415614557416085,22,7
difficulty_2_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,국가연구개발사업의 중간평가 결과 통보가 행정심판의 대상이 되는 처분이 아닌 이유는 무엇인가요?,2,행정,BASIC,법리 해석,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.7723286673518857,0.22767133264811434,0.5971210708979553,0.6747022484002989,0.028654813030631773,33.89815127849579,0.7721258018326438,0.5971210708979553,0.6747022484002989,68,18
difficulty_3_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,중간평가 결과 통보가 법적 효력을 가지려면 어떤 조건이 필요할까요?,3,행정,INTERMEDIATE,법리 해석,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.5627563652841887,0.4372436347158113,0.5167245727090515,0.9352669735779393,0.02069061359996415,47.331094443798065,0.5629088566590497,0.5167245727090515,0.9352669735779393,83,20
difficulty_4_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,국가연구개발사업의 중간평가 결과 통보가 법적으로 어떤 의미를 가지나요?,4,행정,BASIC,사실관계 이해,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.6022106879372018,0.3977893120627982,0.5285507054243769,0.8919660682263084,0.02153114227043792,45.44435429573059,0.6022294910921602,0.5285507054243769,0.8919660682263084,81,21
difficulty_5_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,국가연구개발사업의 중간평가 결과 통보가 행정심판의 대상이 되는 처분에 해당하지 않는 이유는 무엇인가?,5,행정,INTERMEDIATE,법리 해석,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.7693816552237618,0.23061834477623822,0.5955244843516918,0.6791920840813689,0.028300860177351114,34.33461505174637,0.7694903704882989,0.5955244843516918,0.6791920840813689,64,17
difficulty_6_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,국가연구개발사업의 중간평가 결과 통보가 행정심판의 대상이 되는 처분에 해당하는지 여부를 판단하는 기준은 무엇인가요?,6,행정,INTERMEDIATE,법리 해석,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.7727560383184735,0.2272439616815265,0.5973576094153392,0.6740391086316704,0.028735939345226662,33.799628019332886,0.7724851544503792,0.5973576094153392,0.6740391086316704,56,16
difficulty_7_doc_14,"이 사건 통보는 이 사건 개발사업의 중간평가에 관한 사항을 심의하기 위해 피청구인이 개최한 중간평가위원회의 심의 결과를 알려주는 단순한 통지에 불과하다면, 이 통지는 행정심판의 대상이 되는 처분이라고 할 수 있는가?",원본 답변 정보 없음,"국가연구개발사업에서 중간평가 결과가 단순한 통지에 불과하다면, 왜 행정심판의 대상이 되지 않는지 설명해 보세요.",7,행정,BASIC,법리 해석,중앙행심2013-07832,국민권익위원회,2013-06-18,행정처분취소,"행정심판법 제2조제1호, 행정심판법 제3조제1항",0.7786513193511634,0.22134868064883662,0.6004492396012535,0.6654197125207124,0.029033454630246678,33.44302487373352,0.7788025646545975,0.6004492396012535,0.6654197125207124,58,16
